"CVP","PCWP","HIST","TPR","BP","CO","HRBP","HREK","HRSA","PAP","SAO2","FIO2","PRSS","ECO2","MINV","MVS","HYP","LVF","APL","ANES","PMB","INT","KINK","DISC","LVV","STKV","CCHL","ERLO","HR","ERCA","SHNT","PVS","ACO2","VALV","VLNG","VTUB","VMCH"
"NORMAL","NORMAL","FALSE","NORMAL","HIGH","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","LOW","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"LOW","NORMAL","FALSE","LOW","LOW","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","HIGH","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"HIGH","HIGH","FALSE","HIGH","NORMAL","LOW","HIGH","HIGH","HIGH","LOW","LOW","NORMAL","ZERO","LOW","ZERO","NORMAL","TRUE","FALSE","FALSE","FALSE","FALSE","NORMAL","TRUE","TRUE","HIGH","LOW","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","NORMAL","ZERO","ZERO","ZERO","NORMAL"
"NORMAL","NORMAL","FALSE","LOW","LOW","NORMAL","LOW","LOW","LOW","NORMAL","LOW","NORMAL","NORMAL","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"NORMAL","NORMAL","FALSE","NORMAL","HIGH","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","HIGH","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"HIGH","HIGH","FALSE","LOW","LOW","LOW","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","LOW","ZERO","ZERO","NORMAL","TRUE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","HIGH","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"NORMAL","NORMAL","FALSE","HIGH","NORMAL","NORMAL","LOW","LOW","LOW","NORMAL","LOW","NORMAL","NORMAL","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"NORMAL","NORMAL","FALSE","HIGH","NORMAL","NORMAL","LOW","LOW","LOW","NORMAL","LOW","NORMAL","LOW","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","TRUE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","FALSE","HIGH","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"LOW","LOW","FALSE","NORMAL","LOW","LOW","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","ZERO","LOW","LOW","LOW","FALSE","TRUE","FALSE","FALSE","FALSE","ESOPHAGEAL","FALSE","FALSE","LOW","LOW","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","NORMAL","LOW","ZERO","ZERO","LOW"
"NORMAL","NORMAL","FALSE","LOW","LOW","HIGH","HIGH","HIGH","HIGH","NORMAL","HIGH","NORMAL","LOW","ZERO","HIGH","HIGH","FALSE","FALSE","FALSE","TRUE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","HIGH","NORMAL","HIGH","LOW","HIGH","HIGH"
"NORMAL","NORMAL","FALSE","NORMAL","LOW","NORMAL","LOW","LOW","LOW","NORMAL","LOW","NORMAL","NORMAL","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"NORMAL","NORMAL","FALSE","LOW","NORMAL","HIGH","HIGH","HIGH","HIGH","NORMAL","HIGH","NORMAL","HIGH","LOW","HIGH","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","HIGH","HIGH","FALSE","HIGH","FALSE","NORMAL","HIGH","LOW","HIGH","LOW","ZERO","ZERO"
"NORMAL","NORMAL","FALSE","NORMAL","HIGH","HIGH","HIGH","NORMAL","NORMAL","NORMAL","LOW","NORMAL","LOW","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","TRUE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"NORMAL","NORMAL","FALSE","NORMAL","HIGH","HIGH","HIGH","HIGH","HIGH","LOW","HIGH","NORMAL","LOW","LOW","HIGH","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","HIGH","LOW","HIGH","LOW","LOW","NORMAL"
"NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","LOW","NORMAL","HIGH","NORMAL","LOW","NORMAL","HIGH","ZERO","ZERO","NORMAL","TRUE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","HIGH","NORMAL","HIGH","FALSE","NORMAL","TRUE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"HIGH","HIGH","FALSE","NORMAL","HIGH","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","LOW","ZERO","ZERO","NORMAL","TRUE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","HIGH","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"LOW","NORMAL","FALSE","NORMAL","HIGH","HIGH","NORMAL","HIGH","HIGH","NORMAL","HIGH","NORMAL","HIGH","LOW","HIGH","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","TRUE","HIGH","FALSE","NORMAL","HIGH","LOW","HIGH","LOW","ZERO","ZERO"
"HIGH","NORMAL","FALSE","NORMAL","HIGH","HIGH","HIGH","HIGH","HIGH","HIGH","LOW","NORMAL","LOW","HIGH","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"NORMAL","NORMAL","FALSE","HIGH","LOW","NORMAL","HIGH","NORMAL","NORMAL","NORMAL","LOW","NORMAL","HIGH","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","TRUE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"NORMAL","NORMAL","FALSE","NORMAL","HIGH","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","LOW","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"NORMAL","LOW","FALSE","HIGH","HIGH","NORMAL","LOW","HIGH","NORMAL","NORMAL","LOW","NORMAL","HIGH","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","TRUE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"NORMAL","LOW","FALSE","HIGH","NORMAL","NORMAL","LOW","LOW","LOW","NORMAL","LOW","NORMAL","HIGH","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"NORMAL","NORMAL","FALSE","HIGH","NORMAL","NORMAL","LOW","LOW","LOW","LOW","LOW","NORMAL","LOW","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"NORMAL","HIGH","FALSE","HIGH","NORMAL","NORMAL","LOW","LOW","LOW","NORMAL","LOW","NORMAL","LOW","ZERO","ZERO","NORMAL","TRUE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","HIGH","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"NORMAL","HIGH","FALSE","HIGH","LOW","LOW","LOW","LOW","LOW","NORMAL","LOW","NORMAL","ZERO","ZERO","ZERO","NORMAL","TRUE","FALSE","FALSE","FALSE","FALSE","NORMAL","TRUE","TRUE","HIGH","LOW","NORMAL","FALSE","NORMAL","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","ZERO","NORMAL"
"HIGH","HIGH","FALSE","NORMAL","HIGH","HIGH","HIGH","HIGH","HIGH","NORMAL","NORMAL","LOW","HIGH","ZERO","HIGH","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","TRUE","HIGH","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","NORMAL","NORMAL","HIGH","LOW","ZERO","NORMAL"
"NORMAL","NORMAL","FALSE","HIGH","NORMAL","NORMAL","LOW","LOW","LOW","NORMAL","LOW","NORMAL","LOW","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"NORMAL","NORMAL","FALSE","HIGH","HIGH","NORMAL","LOW","LOW","LOW","NORMAL","HIGH","NORMAL","HIGH","LOW","HIGH","NORMAL","TRUE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","TRUE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","HIGH","LOW","HIGH","LOW","ZERO","NORMAL"
"NORMAL","NORMAL","FALSE","NORMAL","HIGH","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","HIGH","ZERO","ZERO","LOW","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","HIGH","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","ZERO","LOW"
"NORMAL","NORMAL","FALSE","HIGH","NORMAL","LOW","LOW","LOW","LOW","NORMAL","LOW","NORMAL","HIGH","NORMAL","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","LOW","NORMAL","FALSE","NORMAL","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"NORMAL","NORMAL","FALSE","LOW","LOW","LOW","HIGH","NORMAL","HIGH","NORMAL","HIGH","NORMAL","HIGH","LOW","HIGH","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","TRUE","NORMAL","LOW","HIGH","FALSE","HIGH","FALSE","NORMAL","HIGH","LOW","HIGH","LOW","ZERO","ZERO"
"NORMAL","NORMAL","FALSE","LOW","LOW","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","HIGH","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"LOW","LOW","TRUE","NORMAL","LOW","LOW","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","NORMAL","ZERO","ZERO","NORMAL","FALSE","TRUE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","LOW","LOW","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"NORMAL","NORMAL","FALSE","LOW","LOW","HIGH","HIGH","HIGH","HIGH","NORMAL","HIGH","NORMAL","NORMAL","LOW","HIGH","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","HIGH","LOW","HIGH","LOW","LOW","NORMAL"
"LOW","HIGH","FALSE","NORMAL","HIGH","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","LOW","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","TRUE","FALSE","NORMAL","FALSE","FALSE","HIGH","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"NORMAL","LOW","FALSE","NORMAL","HIGH","HIGH","HIGH","HIGH","HIGH","LOW","HIGH","NORMAL","HIGH","LOW","HIGH","LOW","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","HIGH","LOW","HIGH","LOW","ZERO","LOW"
"HIGH","HIGH","FALSE","LOW","LOW","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","HIGH","LOW","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","ESOPHAGEAL","FALSE","FALSE","HIGH","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","LOW","LOW","NORMAL"
"HIGH","HIGH","FALSE","NORMAL","NORMAL","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","LOW","ZERO","ZERO","NORMAL","TRUE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","HIGH","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"NORMAL","HIGH","FALSE","HIGH","NORMAL","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","HIGH","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","HIGH","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"HIGH","HIGH","FALSE","NORMAL","NORMAL","NORMAL","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","ZERO","ZERO","ZERO","NORMAL","TRUE","FALSE","FALSE","FALSE","FALSE","NORMAL","TRUE","FALSE","HIGH","LOW","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"NORMAL","NORMAL","FALSE","HIGH","NORMAL","NORMAL","LOW","LOW","LOW","NORMAL","NORMAL","NORMAL","HIGH","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","LOW","NORMAL"
"NORMAL","NORMAL","FALSE","NORMAL","HIGH","HIGH","HIGH","NORMAL","NORMAL","NORMAL","LOW","NORMAL","HIGH","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","TRUE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"NORMAL","NORMAL","FALSE","NORMAL","LOW","LOW","NORMAL","HIGH","HIGH","NORMAL","LOW","NORMAL","HIGH","ZERO","ZERO","NORMAL","TRUE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","TRUE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"HIGH","HIGH","FALSE","LOW","LOW","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","LOW","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","HIGH","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"LOW","NORMAL","FALSE","NORMAL","HIGH","HIGH","HIGH","NORMAL","NORMAL","NORMAL","LOW","NORMAL","LOW","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","TRUE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"NORMAL","NORMAL","FALSE","LOW","LOW","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","LOW","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"NORMAL","NORMAL","FALSE","HIGH","HIGH","NORMAL","LOW","LOW","LOW","NORMAL","LOW","NORMAL","HIGH","LOW","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","TRUE","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"NORMAL","NORMAL","FALSE","NORMAL","LOW","HIGH","LOW","HIGH","HIGH","NORMAL","HIGH","NORMAL","NORMAL","LOW","HIGH","HIGH","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","HIGH","LOW","HIGH","LOW","HIGH","HIGH"
"NORMAL","NORMAL","FALSE","NORMAL","NORMAL","NORMAL","LOW","LOW","LOW","HIGH","LOW","NORMAL","HIGH","LOW","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","TRUE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","FALSE","HIGH","LOW","NORMAL","ZERO","ZERO","LOW","NORMAL"
"NORMAL","NORMAL","FALSE","NORMAL","LOW","LOW","LOW","LOW","NORMAL","NORMAL","LOW","NORMAL","NORMAL","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","TRUE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"NORMAL","NORMAL","FALSE","LOW","NORMAL","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","LOW","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","HIGH","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"HIGH","HIGH","FALSE","NORMAL","NORMAL","HIGH","NORMAL","NORMAL","NORMAL","NORMAL","LOW","NORMAL","LOW","ZERO","ZERO","NORMAL","TRUE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","HIGH","NORMAL","HIGH","TRUE","HIGH","TRUE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"NORMAL","NORMAL","FALSE","HIGH","HIGH","NORMAL","LOW","LOW","LOW","NORMAL","LOW","LOW","LOW","LOW","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","FALSE","NORMAL","LOW","NORMAL","ZERO","ZERO","LOW","NORMAL"
"HIGH","HIGH","FALSE","HIGH","HIGH","NORMAL","LOW","LOW","LOW","NORMAL","LOW","LOW","HIGH","LOW","NORMAL","NORMAL","TRUE","FALSE","FALSE","FALSE","FALSE","ONESIDED","FALSE","FALSE","HIGH","NORMAL","NORMAL","FALSE","NORMAL","FALSE","HIGH","LOW","NORMAL","NORMAL","ZERO","LOW","NORMAL"
"HIGH","HIGH","FALSE","LOW","LOW","HIGH","HIGH","HIGH","HIGH","HIGH","LOW","NORMAL","NORMAL","ZERO","ZERO","NORMAL","TRUE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","HIGH","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"NORMAL","NORMAL","FALSE","NORMAL","NORMAL","NORMAL","LOW","LOW","LOW","HIGH","HIGH","NORMAL","LOW","LOW","HIGH","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","HIGH","LOW","HIGH","LOW","LOW","NORMAL"
"NORMAL","NORMAL","FALSE","LOW","LOW","HIGH","HIGH","HIGH","HIGH","HIGH","LOW","NORMAL","NORMAL","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","TRUE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","HIGH","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"NORMAL","NORMAL","FALSE","LOW","LOW","NORMAL","LOW","LOW","LOW","NORMAL","LOW","NORMAL","HIGH","LOW","LOW","NORMAL","FALSE","FALSE","FALSE","TRUE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","FALSE","NORMAL","LOW","NORMAL","ZERO","ZERO","LOW","NORMAL"
"NORMAL","NORMAL","FALSE","HIGH","HIGH","NORMAL","LOW","LOW","LOW","NORMAL","LOW","NORMAL","HIGH","HIGH","LOW","NORMAL","TRUE","FALSE","FALSE","TRUE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","LOW","LOW","ZERO","HIGH","NORMAL","NORMAL"
"NORMAL","NORMAL","FALSE","HIGH","HIGH","NORMAL","LOW","LOW","LOW","NORMAL","LOW","NORMAL","NORMAL","LOW","HIGH","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","LOW","NORMAL","NORMAL","ZERO","LOW","NORMAL"
"NORMAL","NORMAL","FALSE","NORMAL","HIGH","NORMAL","LOW","LOW","LOW","NORMAL","LOW","NORMAL","HIGH","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"NORMAL","NORMAL","FALSE","NORMAL","HIGH","HIGH","HIGH","HIGH","HIGH","LOW","LOW","NORMAL","LOW","LOW","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","HIGH","HIGH","FALSE","HIGH","FALSE","HIGH","LOW","NORMAL","ZERO","ZERO","LOW","NORMAL"
"NORMAL","NORMAL","FALSE","HIGH","HIGH","NORMAL","LOW","LOW","LOW","NORMAL","LOW","NORMAL","NORMAL","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"HIGH","HIGH","FALSE","NORMAL","NORMAL","NORMAL","LOW","LOW","LOW","NORMAL","LOW","NORMAL","HIGH","ZERO","ZERO","NORMAL","TRUE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","HIGH","NORMAL","HIGH","FALSE","NORMAL","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"LOW","LOW","TRUE","NORMAL","NORMAL","NORMAL","HIGH","NORMAL","NORMAL","NORMAL","NORMAL","LOW","HIGH","LOW","HIGH","LOW","FALSE","TRUE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","LOW","LOW","HIGH","FALSE","HIGH","TRUE","NORMAL","NORMAL","LOW","HIGH","LOW","ZERO","LOW"
"NORMAL","NORMAL","FALSE","LOW","LOW","LOW","LOW","LOW","LOW","NORMAL","LOW","NORMAL","HIGH","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"NORMAL","NORMAL","FALSE","HIGH","HIGH","NORMAL","LOW","LOW","LOW","NORMAL","HIGH","NORMAL","HIGH","LOW","HIGH","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","HIGH","LOW","HIGH","LOW","ZERO","ZERO"
"NORMAL","NORMAL","FALSE","NORMAL","HIGH","HIGH","LOW","LOW","LOW","NORMAL","LOW","NORMAL","HIGH","ZERO","ZERO","LOW","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","HIGH","HIGH","FALSE","NORMAL","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","ZERO","LOW"
"NORMAL","NORMAL","FALSE","LOW","LOW","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","NORMAL","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","TRUE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"NORMAL","NORMAL","FALSE","NORMAL","NORMAL","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW","NORMAL","HIGH","ZERO","HIGH","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","TRUE","NORMAL","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","NORMAL","NORMAL","LOW","ZERO","NORMAL"
"NORMAL","NORMAL","FALSE","HIGH","NORMAL","NORMAL","LOW","LOW","LOW","NORMAL","LOW","NORMAL","LOW","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","TRUE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
"LOW","NORMAL","FALSE","HIGH","NORMAL","NORMAL","LOW","LOW","LOW","NORMAL","LOW","LOW","NORMAL","ZERO","ZERO","NORMAL","FALSE","FALSE","FALSE","FALSE","FALSE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","LOW","LOW","ZERO","ZERO","LOW","NORMAL"
