"SalePrice","Neighborhood","LotArea","YrBuilt","HouseStyle","Foundation","RoofMatl","Ext1","Heating","Central.Air","TtlBsmtSF","TotRmsAbvGrd","GarageType","Cars","GarageArea","NmbrBRs","YrSold_YYYY","MoSold_MM","SaleDate","id"
254000,"NoRidge",9068,1995,"1-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1609,7,"Attachd",2,558,3,2012,4,"2012-04-01",380
398500,"NoRidge",13751,1996,"2-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1134,9,"BuiltIn",3,909,3,2014,7,"2014-07-01",381
317000,"NoRidge",10944,1994,"2-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1223,5,"Attachd",2,525,3,2013,3,"2013-03-01",382
319000,"NoRidge",14303,1994,"1-Story","P'Conc","CompShg","HdBoard","GasFWA","Yes",1986,7,"Attachd",2,691,2,2012,7,"2012-07-01",383
235000,"NoRidge",11041,1994,"1-Story","P'Conc","CompShg","BrkFace","GasFWA","Yes",1481,5,"Attachd",2,865,2,2013,3,"2013-03-01",384
285000,"NoRidge",11711,1994,"2-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1336,8,"Attachd",2,635,3,2014,7,"2014-07-01",385
280000,"Somerst",9796,2008,"2-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",916,8,"BuiltIn",3,742,4,2013,4,"2013-04-01",386
305000,"Somerst",12270,2012,"1-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1428,7,"Attachd",3,780,2,2013,10,"2013-10-01",387
482000,"Somerst",11429,2005,"1-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",3040,6,"Attachd",3,903,1,2013,6,"2013-06-01",388
267500,"Somerst",10037,2006,"1-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1457,6,"Attachd",2,490,3,2013,9,"2013-09-01",389
262000,"Somerst",8688,2005,"1-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1616,7,"Attachd",3,834,3,2012,8,"2012-08-01",390
272500,"Somerst",8847,2005,"1-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1538,7,"Attachd",2,484,3,2014,8,"2014-08-01",391
446500,"Somerst",11128,2005,"1-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",2458,9,"Attachd",3,795,2,2012,6,"2012-06-01",392
259500,"Somerst",8778,2006,"2-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1302,7,"BuiltIn",3,859,3,2012,5,"2012-05-01",393
265000,"Somerst",13214,2012,"1-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1541,8,"Attachd",2,626,3,2013,9,"2013-09-01",394
42757,"Somerst",13214,2012,"1-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1541,8,"Attachd",2,626,3,2012,4,"2012-04-01",395
32243,"Somerst",9962,2012,"2-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",770,8,"Attachd",2,650,3,2012,4,"2012-04-01",396
224750,"Somerst",10256,2011,"2-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",750,5,"Attachd",2,613,3,2012,11,"2012-11-01",397
287844,"Somerst",13859,2013,"1-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1584,9,"Attachd",2,642,3,2013,9,"2013-09-01",398
6400,"Somerst",13859,2013,"1-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1584,9,"Attachd",2,642,3,2013,5,"2013-05-01",399
347000,"Somerst",11476,2010,"2-Story","P'Conc","CompShg","CemntBd","GasFWA","Yes",1409,9,"Attachd",3,854,3,2014,1,"2014-01-01",400
300000,"Somerst",11476,2010,"2-Story","P'Conc","CompShg","CemntBd","GasFWA","Yes",1409,9,"Attachd",3,854,3,2012,6,"2012-06-01",401
312568,"Somerst",9000,2012,"1-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1464,7,"Attachd",2,833,2,2012,12,"2012-12-01",402
48000,"Somerst",9000,2012,"1-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1464,7,"Attachd",2,833,2,2012,10,"2012-10-01",403
4200,"Somerst",9000,2012,"1-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1464,7,"Attachd",2,833,2,2012,1,"2012-01-01",404
271000,"Somerst",8137,2011,"2-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",780,7,"Attachd",2,528,3,2013,4,"2013-04-01",405
268000,"Somerst",7218,2013,"2-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",840,10,"Attachd",2,576,3,2014,6,"2014-06-01",406
299000,"Somerst",8925,2013,"1-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1690,8,"Attachd",2,532,3,2014,2,"2014-02-01",407
245000,"Somerst",8125,2007,"2-Story","P'Conc","CompShg","CemntBd","GasFWA","Yes",813,7,"Attachd",2,562,3,2014,8,"2014-08-01",408
361741,"Somerst",9172,2011,"1-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1563,9,"Attachd",2,551,2,2012,2,"2012-02-01",409
332600,"Somerst",9419,2012,"1-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1588,7,"Attachd",3,909,2,2013,5,"2013-05-01",410
53000,"Somerst",9419,2012,"1-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1588,7,"Attachd",3,909,2,2012,9,"2012-09-01",411
300000,"Somerst",9994,2011,"1-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1630,8,"Attachd",3,780,3,2012,5,"2012-05-01",412
349000,"Somerst",10266,2012,"2-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1362,10,"Attachd",3,736,3,2012,12,"2012-12-01",413
374900,"Somerst",9600,2013,"2-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1649,11,"Attachd",3,943,3,2014,7,"2014-07-01",414
50000,"Somerst",9600,2013,"2-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1649,11,"Attachd",3,943,3,2012,10,"2012-10-01",415
285900,"Somerst",9725,2013,"1-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1670,9,"Attachd",2,596,3,2014,6,"2014-06-01",416
47500,"Somerst",9725,2013,"1-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1670,9,"Attachd",2,596,3,2013,8,"2013-08-01",417
220000,"Somerst",9000,2008,"2-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",768,6,"Attachd",2,676,3,2012,7,"2012-07-01",418
271000,"Somerst",12659,2010,"1-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1528,8,"Attachd",3,778,3,2012,3,"2012-03-01",419
207600,"Somerst",8640,2007,"1-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1363,6,"Attachd",2,588,3,2012,11,"2012-11-01",420
255000,"Somerst",11155,2008,"1-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1424,7,"Attachd",2,654,3,2013,11,"2013-11-01",421
233500,"Somerst",7805,2010,"2-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",818,8,"Attachd",2,576,3,2013,7,"2013-07-01",422
229900,"Somerst",7805,2010,"2-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",818,8,"Attachd",2,576,3,2012,2,"2012-02-01",423
247500,"Somerst",10832,2013,"1-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1348,8,"Attachd",2,588,3,2013,12,"2013-12-01",424
31000,"Somerst",10832,2013,"1-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1348,8,"Attachd",2,588,3,2013,2,"2013-02-01",425
256750,"Somerst",8302,2012,"2-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",886,9,"Attachd",2,672,3,2012,10,"2012-10-01",426
292496,"Somerst",10032,2013,"1-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1662,8,"Attachd",3,642,3,2013,11,"2013-11-01",427
53600,"Somerst",10032,2013,"1-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1662,8,"Attachd",3,642,3,2013,6,"2013-06-01",428
33000,"Somerst",10032,2013,"1-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1662,8,"Attachd",3,642,3,2012,4,"2012-04-01",429
290064,"Somerst",10416,2011,"1-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1667,7,"Attachd",3,653,3,2012,1,"2012-01-01",430
226000,"Somerst",9896,2009,"1-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1400,6,"Attachd",2,688,3,2013,9,"2013-09-01",431
329000,"Somerst",15166,2013,"2-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1056,11,"Attachd",3,864,4,2014,6,"2014-06-01",432
280000,"Somerst",10603,2006,"2-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",900,8,"Attachd",3,782,3,2012,8,"2012-08-01",433
251000,"Somerst",10574,2005,"2-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1082,9,"Attachd",3,1043,3,2012,5,"2012-05-01",434
355000,"Somerst",10800,2007,"2-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1034,8,"Attachd",3,836,3,2014,6,"2014-06-01",435
339000,"Somerst",10800,2007,"2-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1034,8,"Attachd",3,836,3,2012,10,"2012-10-01",436
285000,"Somerst",10440,2005,"1-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1468,6,"Attachd",2,528,2,2013,5,"2013-05-01",437
165000,"SawyerW",13072,2004,"1-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1158,5,"Detachd",2,576,3,2013,6,"2013-06-01",438
170000,"SawyerW",13695,2004,"1-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1114,6,"Detachd",2,576,3,2014,7,"2014-07-01",439
140000,"SawyerW",12450,2003,"1-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1094,6,"Detachd",2,576,3,2013,9,"2013-09-01",440
217000,"Somerst",10487,2003,"2-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",784,6,"Attachd",2,628,3,2012,4,"2012-04-01",441
280000,"Somerst",9375,2003,"2-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",912,8,"BuiltIn",2,615,4,2014,6,"2014-06-01",442
246834,"Somerst",10625,2004,"1-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1462,7,"Attachd",2,766,3,2012,7,"2012-07-01",443
220000,"Somerst",9662,2005,"1-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1416,5,"Attachd",2,583,2,2014,1,"2014-01-01",444
195000,"Somerst",7500,2004,"1-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1221,6,"Attachd",2,400,2,2013,7,"2013-07-01",445
228000,"Somerst",9325,2004,"2-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",800,6,"Attachd",2,628,3,2014,6,"2014-06-01",446
117000,"IOCondo",3157,2004,"1-Story","Slab","CompShg","VinylSd","GasFWA","Yes",0,5,"Detachd",1,264,2,2012,4,"2012-04-01",447
117600,"IOCondo",2792,2004,"1-Story","Slab","CompShg","VinylSd","GasFWA","Yes",0,5,"Detachd",1,264,2,2012,8,"2012-08-01",448
133000,"IOCondo",3157,2004,"1-Story","Slab","CompShg","VinylSd","GasFWA","Yes",0,5,"Detachd",1,264,2,2014,8,"2014-08-01",449
108000,"IOCondo",4143,2004,"1-Story","Slab","CompShg","MetalSd","GasFWA","Yes",0,4,"Detachd",1,264,2,2012,5,"2012-05-01",450
123000,"IOCondo",4065,2004,"1-Story","Slab","CompShg","MetalSd","GasFWA","Yes",0,4,"Detachd",1,264,2,2012,6,"2012-06-01",451
135000,"IOCondo",4143,2004,"1-Story","Slab","CompShg","MetalSd","GasFWA","Yes",0,4,"Detachd",1,264,2,2014,7,"2014-07-01",452
100000,"IOCondo",3596,2004,"1-Story","Slab","CompShg","MetalSd","GasFWA","Yes",0,4,"Detachd",1,264,2,2012,5,"2012-05-01",453
218000,"SawyerW",10049,2005,"1-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1344,6,"Attachd",2,528,3,2014,3,"2014-03-01",454
172000,"SawyerW",13465,2005,"2-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",737,6,"Attachd",2,552,3,2012,5,"2012-05-01",455
199000,"SawyerW",10964,2010,"2-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",712,8,"Attachd",2,506,3,2013,5,"2013-05-01",456
200000,"SawyerW",7800,2005,"2-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",891,8,"Attachd",2,462,3,2012,4,"2012-04-01",457
195000,"SawyerW",7632,2005,"2-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",784,7,"Attachd",2,449,3,2012,11,"2012-11-01",458
184900,"SawyerW",7800,2001,"1-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1353,6,"Attachd",2,591,3,2013,5,"2013-05-01",459
184900,"SawyerW",7800,2001,"1-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1353,6,"Attachd",2,591,3,2013,5,"2013-05-01",460
148330,"SawyerW",7175,1984,"1-Story","C'Block","CompShg","Plywood","GasFWA","Yes",744,4,"Attachd",1,264,2,2014,4,"2014-04-01",461
190000,"SawyerW",7324,2001,"2-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",825,6,"Attachd",2,539,3,2012,7,"2012-07-01",462
172000,"SawyerW",8183,1995,"2-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",875,7,"Attachd",2,514,3,2012,3,"2012-03-01",463
205900,"SawyerW",11177,2004,"1-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1435,6,"Attachd",2,451,3,2013,5,"2013-05-01",464
230250,"SawyerW",8284,1994,"2-Story","P'Conc","CompShg","HdBoard","GasFWA","Yes",1022,7,"Attachd",2,462,3,2013,6,"2013-06-01",465
205000,"SawyerW",8102,2003,"1-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1186,6,"Attachd",2,499,3,2013,10,"2013-10-01",466
182500,"SawyerW",8453,1995,"2-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",754,6,"Attachd",2,525,3,2012,10,"2012-10-01",467
246250,"SawyerW",8516,1996,"2-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",909,7,"Attachd",2,759,3,2014,6,"2014-06-01",468
214900,"SawyerW",11597,1993,"2-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",696,8,"Attachd",2,474,3,2013,7,"2013-07-01",469
204900,"SawyerW",8450,2000,"1-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1400,6,"Attachd",2,612,3,2014,7,"2014-07-01",470
183068,"SawyerW",7153,1990,"1-Story","P'Conc","CompShg","HdBoard","GasFWA","Yes",1178,6,"Attachd",2,461,3,2014,5,"2014-05-01",471
182500,"SawyerW",9615,1993,"1-Story","P'Conc","CompShg","Plywood","GasFWA","Yes",1432,5,"Attachd",2,532,2,2013,6,"2013-06-01",472
183000,"SawyerW",8012,1992,"1-Story","P'Conc","CompShg","Plywood","GasFWA","Yes",1575,5,"Attachd",2,529,2,2013,6,"2013-06-01",473
172000,"SawyerW",8012,1992,"1-Story","P'Conc","CompShg","Plywood","GasFWA","Yes",1207,5,"Attachd",2,530,2,2014,6,"2014-06-01",474
164000,"SawyerW",8012,1992,"1-Story","P'Conc","CompShg","Plywood","GasFWA","Yes",1207,5,"Attachd",2,530,2,2013,8,"2013-08-01",475
120000,"SawyerW",8012,1985,"1-Story","C'Block","CompShg","Plywood","GasFWA","Yes",828,4,"Attachd",1,252,2,2013,6,"2013-06-01",476
76000,"SawyerW",8012,1985,"1-Story","C'Block","CompShg","Plywood","GasFWA","Yes",828,4,"Attachd",1,252,2,2012,3,"2012-03-01",477
76254,"SawyerW",8012,1985,"1-Story","C'Block","CompShg","Plywood","GasFWA","Yes",1038,5,"Attachd",1,264,2,2012,3,"2012-03-01",478
188500,"SawyerW",11218,1992,"2-Story","P'Conc","CompShg","HdBoard","GasFWA","Yes",725,6,"Attachd",2,449,3,2014,6,"2014-06-01",479
184000,"SawyerW",11218,1992,"2-Story","P'Conc","CompShg","HdBoard","GasFWA","Yes",800,6,"Attachd",2,484,3,2013,2,"2013-02-01",480
206000,"SawyerW",7175,1994,"1-Story","P'Conc","CompShg","Plywood","GasFWA","Yes",1580,5,"Attachd",2,541,2,2012,9,"2012-09-01",481
168000,"SawyerW",9672,1984,"1-Story","P'Conc","CompShg","HdBoard","GasFWA","Yes",1040,6,"Attachd",2,480,3,2013,5,"2013-05-01",482
177000,"SawyerW",9000,1980,"S/Level","C'Block","CompShg","Plywood","GasFWA","Yes",1056,6,"Detachd",2,551,3,2014,9,"2014-09-01",483
129000,"Sawyer",9819,1967,"1-Story","C'Block","CompShg","MetalSd","GasFWA","Yes",882,5,"Detachd",1,280,3,2013,9,"2013-09-01",484
141000,"Sawyer",6734,1967,"1-Story","C'Block","CompShg","HdBoard","GasFWA","Yes",924,5,"Attachd",1,389,3,2014,6,"2014-06-01",485
166000,"SawyerW",8400,1980,"2-Story","C'Block","CompShg","HdBoard","GasFWA","Yes",650,7,"Attachd",2,476,3,2014,2,"2014-02-01",486
110000,"SawyerW",8677,1983,"1-Story","C'Block","CompShg","Plywood","GasFWA","Yes",1038,6,"Attachd",1,264,3,2012,4,"2012-04-01",487
140000,"SawyerW",9345,1984,"1-Story","C'Block","CompShg","HdBoard","GasFWA","Yes",934,5,"Attachd",2,484,3,2012,8,"2012-08-01",488
143750,"SawyerW",9345,1984,"S/Level","C'Block","CompShg","HdBoard","GasFWA","Yes",945,5,"Attachd",1,297,2,2012,8,"2012-08-01",489
98000,"SawyerW",8030,1979,"S/Foyer","C'Block","CompShg","Plywood","GasFWA","Yes",969,4,"Detachd",2,576,4,2013,4,"2013-04-01",490
167500,"SawyerW",8250,1981,"2-Story","Slab","CompShg","Wd Sdng","GasFWA","Yes",0,8,"Attachd",2,612,4,2014,7,"2014-07-01",491
125445,"SawyerW",5353,1994,"1-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1021,5,"Attachd",2,284,2,2014,7,"2014-07-01",492
134000,"SawyerW",10500,1967,"1-Story","C'Block","CompShg","HdBoard","GasFWA","Yes",1568,8,"Detachd",2,484,4,2012,12,"2012-12-01",493
73000,"IOCondo",3200,1998,"2-Story","Slab","CompShg","VinylSd","GasFWA","Yes",0,6,"No Data",0,0,3,2012,6,"2012-06-01",494
75000,"IOCondo",3201,1998,"2-Story","Slab","CompShg","VinylSd","GasFWA","Yes",0,6,"No Data",0,0,3,2013,7,"2013-07-01",495
77500,"SawyerW",14300,1918,"2-Story","C'Block","CompShg","MetalSd","GasFWA","Yes",702,6,"Attachd",1,374,3,2012,6,"2012-06-01",496
124500,"SawyerW",0,1947,"1.5 Fin","C'Block","CompShg","MetalSd","GasFWA","No",732,5,"Detachd",2,411,3,2014,4,"2014-04-01",497
162750,"Sawyer",7993,1977,"1-Story","C'Block","CompShg","Plywood","GasFWA","Yes",1552,8,"Attachd",2,672,4,2014,7,"2014-07-01",498
137500,"Sawyer",6997,1977,"S/Foyer","C'Block","CompShg","Plywood","GasFWA","Yes",897,4,"None",0,0,4,2012,7,"2012-07-01",499
110000,"Sawyer",7002,1977,"1-Story","C'Block","CompShg","MetalSd","GasFWA","Yes",1536,8,"None",0,0,4,2014,8,"2014-08-01",500
82581,"Sawyer",8607,1979,"2-Story","Slab","CompShg","CemntBd","GasFWA","Yes",0,10,"Attachd",2,616,4,2012,1,"2012-01-01",501
141500,"Sawyer",8480,1963,"1-Story","C'Block","CompShg","HdBoard","GasFWA","Yes",970,5,"Detachd",2,624,2,2012,3,"2012-03-01",502
120000,"Sawyer",7420,1964,"1-Story","C'Block","CompShg","VinylSd","GasFWA","Yes",876,5,"Detachd",1,336,2,2013,3,"2013-03-01",503
158000,"Sawyer",11782,1961,"S/Foyer","C'Block","CompShg","HdBoard","GasFWA","Yes",1109,6,"Detachd",2,576,3,2013,5,"2013-05-01",504
124500,"Sawyer",8636,1960,"1-Story","C'Block","CompShg","VinylSd","GasFWA","Yes",1085,6,"Detachd",1,450,3,2012,9,"2012-09-01",505
146000,"Sawyer",8499,1961,"1-Story","C'Block","CompShg","MetalSd","GasFWA","Yes",864,5,"Detachd",2,732,3,2013,5,"2013-05-01",506
147500,"Sawyer",11862,1962,"S/Level","C'Block","CompShg","Wd Sdng","GasFWA","Yes",590,6,"Attachd",2,572,3,2013,1,"2013-01-01",507
150000,"Sawyer",9179,1962,"1-Story","C'Block","CompShg","HdBoard","GasFWA","Yes",1047,5,"Detachd",1,264,3,2014,8,"2014-08-01",508
117500,"Sawyer",6360,1963,"1-Story","C'Block","CompShg","Wd Sdng","GasFWA","Yes",864,5,"Attachd",1,276,3,2012,7,"2012-07-01",509
300000,"NoRidge",10642,1991,"2-Story","P'Conc","CompShg","HdBoard","GasFWA","Yes",1177,8,"Attachd",2,571,4,2013,7,"2013-07-01",510
134900,"Sawyer",6000,1965,"1-Story","C'Block","CompShg","HdBoard","GasFWA","Yes",912,5,"Detachd",1,280,3,2013,12,"2013-12-01",511
121500,"Sawyer",7085,1961,"1-Story","C'Block","CompShg","MetalSd","GasFWA","Yes",1017,6,"Detachd",1,281,3,2012,7,"2012-07-01",512
102000,"Sawyer",8789,1967,"1-Story","C'Block","CompShg","VinylSd","GasFWA","Yes",912,6,"Attachd",1,288,3,2013,10,"2013-10-01",513
127500,"Sawyer",8206,1966,"1-Story","C'Block","CompShg","HdBoard","GasFWA","Yes",1040,5,"Attachd",2,540,2,2012,4,"2012-04-01",514
262000,"Veenker",19522,1990,"2-Story","P'Conc","CompShg","HdBoard","GasFWA","Yes",1223,7,"Attachd",2,564,3,2013,9,"2013-09-01",515
270000,"Veenker",19522,1990,"2-Story","P'Conc","CompShg","HdBoard","GasFWA","Yes",1223,7,"Attachd",2,564,3,2012,12,"2012-12-01",516
236000,"Veenker",16555,1974,"1-Story","C'Block","CompShg","HdBoard","GasFWA","Yes",1262,6,"Attachd",2,484,2,2012,11,"2012-11-01",517
335000,"Veenker",50987,1991,"2-Story","P'Conc","CompShg","MetalSd","GasFWA","Yes",1868,11,"Attachd",2,576,4,2013,5,"2013-05-01",518
130101,"Sawyer",12542,1974,"1-Story","C'Block","CompShg","HdBoard","GasFWA","Yes",1060,5,"Attachd",2,495,3,2014,4,"2014-04-01",519
331000,"NoRidge",11025,1992,"2-Story","P'Conc","CompShg","HdBoard","GasFWA","Yes",1334,9,"Attachd",3,888,3,2012,7,"2012-07-01",520
327000,"NoRidge",10459,1992,"2-Story","P'Conc","CompShg","HdBoard","GasFWA","Yes",1290,9,"Attachd",3,736,3,2014,7,"2014-07-01",521
277500,"NoRidge",12461,1994,"1-Story","P'Conc","CompShg","Other","GasFWA","Yes",1624,5,"Attachd",3,757,2,2014,4,"2014-04-01",522
292000,"NoRidge",10701,1989,"2-Story","P'Conc","CompShg","HdBoard","GasFWA","Yes",1271,8,"Attachd",3,664,4,2014,4,"2014-04-01",523
305000,"NoRidge",14630,1990,"2-Story","P'Conc","CompShg","HdBoard","GasFWA","Yes",1554,10,"Attachd",3,969,3,2012,11,"2012-11-01",524
229900,"Somerst",4834,2002,"1-Story","P'Conc","CompShg","MetalSd","GasFWA","Yes",1473,5,"Attachd",2,528,2,2012,8,"2012-08-01",525
209000,"Somerst",4282,2004,"1-Story","P'Conc","CompShg","MetalSd","GasFWA","Yes",1391,5,"Attachd",2,530,2,2014,6,"2014-06-01",526
252000,"Somerst",4230,2006,"1-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1282,5,"Attachd",2,466,2,2014,9,"2014-09-01",527
208000,"Somerst",4230,2006,"1-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1282,5,"Attachd",2,466,2,2012,9,"2012-09-01",528
225000,"Somerst",4274,2006,"1-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1229,4,"Attachd",2,528,1,2012,11,"2012-11-01",529
235000,"Somerst",3316,2005,"1-Story","P'Conc","CompShg","MetalSd","GasFWA","Yes",1247,4,"Attachd",2,550,1,2013,10,"2013-10-01",530
218000,"Somerst",3316,2005,"1-Story","P'Conc","CompShg","MetalSd","GasFWA","Yes",1247,4,"Attachd",2,550,1,2012,11,"2012-11-01",531
162000,"Somerst",2400,2004,"2-Story","P'Conc","CompShg","MetalSd","GasFWA","Yes",600,4,"Detachd",2,480,2,2013,8,"2013-08-01",532
167500,"Somerst",3215,2004,"2-Story","P'Conc","CompShg","MetalSd","GasFWA","Yes",600,4,"Detachd",2,480,2,2013,6,"2013-06-01",533
169900,"Somerst",3180,2005,"2-Story","P'Conc","CompShg","MetalSd","GasFWA","Yes",600,5,"Detachd",2,480,2,2013,10,"2013-10-01",534
170250,"Somerst",3180,2005,"2-Story","P'Conc","CompShg","MetalSd","GasFWA","Yes",600,4,"Detachd",2,480,2,2013,6,"2013-06-01",535
176000,"Somerst",2280,1999,"2-Story","P'Conc","CompShg","MetalSd","GasFWA","Yes",744,6,"Detachd",2,440,3,2013,7,"2013-07-01",536
177000,"Somerst",2280,1999,"2-Story","P'Conc","CompShg","MetalSd","GasFWA","Yes",744,6,"Detachd",2,440,3,2014,1,"2014-01-01",537
325000,"Somerst",4385,2001,"1-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1419,5,"Attachd",2,588,2,2012,12,"2012-12-01",538
300000,"Somerst",3961,2000,"1-Story","P'Conc","CompShg","MetalSd","GasFWA","Yes",1344,4,"Attachd",2,484,1,2013,7,"2013-07-01",539
162000,"Somerst",2160,1999,"2-Story","P'Conc","CompShg","MetalSd","GasFWA","Yes",600,4,"Detachd",2,462,2,2013,6,"2013-06-01",540
165000,"Somerst",2160,1999,"S/Level","P'Conc","CompShg","VinylSd","GasFWA","Yes",672,5,"Detachd",2,462,3,2012,8,"2012-08-01",541
180000,"Somerst",2998,2000,"2-Story","P'Conc","CompShg","MetalSd","GasFWA","Yes",756,4,"Detachd",2,440,2,2012,7,"2012-07-01",542
170000,"Somerst",2572,1999,"2-Story","P'Conc","CompShg","MetalSd","GasFWA","Yes",696,6,"Detachd",2,484,3,2013,8,"2013-08-01",543
179900,"Somerst",3768,1999,"2-Story","P'Conc","CompShg","MetalSd","GasFWA","Yes",691,6,"Detachd",2,506,3,2014,7,"2014-07-01",544
153750,"Somerst",2595,2004,"2-Story","P'Conc","CompShg","MetalSd","GasFWA","Yes",551,4,"Detachd",2,480,2,2013,9,"2013-09-01",545
183000,"Somerst",3561,2000,"2-Story","P'Conc","CompShg","MetalSd","GasFWA","Yes",748,6,"Attachd",2,400,3,2014,7,"2014-07-01",546
206000,"Somerst",6570,2009,"1-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1471,7,"Attachd",2,528,2,2013,4,"2013-04-01",547
224000,"Somerst",4640,2010,"2-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",795,6,"BuiltIn",2,580,2,2012,1,"2012-01-01",548
170000,"Somerst",2645,1999,"2-Story","P'Conc","CompShg","MetalSd","GasFWA","Yes",776,5,"Detachd",2,492,2,2013,4,"2013-04-01",549
214900,"Somerst",2645,1999,"2-Story","P'Conc","CompShg","MetalSd","GasFWA","Yes",960,7,"Detachd",2,480,3,2014,1,"2014-01-01",550
304700,"Somerst",8075,2012,"1-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1596,7,"Attachd",3,816,2,2013,2,"2013-02-01",551
202000,"Somerst",9024,1999,"1-Story","P'Conc","CompShg","CemntBd","GasFWA","Yes",1357,6,"Attachd",2,588,3,2012,6,"2012-06-01",552
